GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
40	rs877116	8	10706411	rs1991651	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Granulocyte count	169,822 European ancestry individuals	NA	8p23.1	RP11-177H2.2	AC011008.1 - AC011008.2	ENSG00000253695	ENSG00000280294		2400	7184	rs1991651-G	rs1991651	0	1991651	intergenic_variant	1	0.6178	1E-12	12.0		0.02628387	[0.019-0.034] unit increase	Affymetrix [~ 2500000] (imputed)	N
40	rs877116	8	10706411	rs1991651	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Myeloid white cell count	169,219 European ancestry individuals	NA	8p23.1	RP11-177H2.2	AC011008.1 - AC011008.2	ENSG00000253695	ENSG00000280294		2400	7184	rs1991651-G	rs1991651	0	1991651	intergenic_variant	1	0.6178	5E-13	12.301029995663981		0.02679011	[0.02-0.034] unit increase	Affymetrix [~ 2500000] (imputed)	N
40	rs877116	8	10706411	rs1991651	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Neutrophil count	170,702 European ancestry individuals	NA	8p23.1	RP11-177H2.2	AC011008.1 - AC011008.2	ENSG00000253695	ENSG00000280294		2400	7184	rs1991651-G	rs1991651	0	1991651	intergenic_variant	1	0.6178	4E-13	12.397940008672037		0.02675952	[0.02-0.034] unit increase	Affymetrix [~ 2500000] (imputed)	N
40	rs877116	8	10706411	rs1991651	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Sum basophil neutrophil counts	170,143 European ancestry individuals	NA	8p23.1	RP11-177H2.2	AC011008.1 - AC011008.2	ENSG00000253695	ENSG00000280294		2400	7184	rs1991651-G	rs1991651	0	1991651	intergenic_variant	1	0.6178	3E-13	12.522878745280337		0.02694832	[0.02-0.034] unit increase	Affymetrix [~ 2500000] (imputed)	N
40	rs877116	8	10706411	rs1991651	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Sum neutrophil eosinophil counts	170,384 European ancestry individuals	NA	8p23.1	RP11-177H2.2	AC011008.1 - AC011008.2	ENSG00000253695	ENSG00000280294		2400	7184	rs1991651-G	rs1991651	0	1991651	intergenic_variant	1	0.6178	2E-12	11.698970004336019		0.02610339	[0.019-0.033] unit increase	Affymetrix [~ 2500000] (imputed)	N
40	rs877116	8	10726842	rs7819602	2019-03-26	28714469	Langefeld CD	2017-07-17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28714469	Transancestral mapping and genetic load in systemic lupus erythematosus.	Systemic lupus erythematosus	6,748 European ancestry cases, 11,516 European ancestry controls	NA	8p23.1	MSRA	AC011008.2 - XKR6	ENSG00000280294	ENSG00000171044		9896	26713	rs7819602-C	rs7819602	0	7819602	intergenic_variant	1	0.385	1E-9	9.0		1.15	[1.10-1.20]	Illumina [at least 5000000] (imputed)	N
40	rs12679529	8	10758213	rs10107145	2017-09-22	28739976	Wain LV	2017-07-24	Hypertension	www.ncbi.nlm.nih.gov/pubmed/28739976	Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.	Systolic blood pressure	150,134 European ancestry individuals	87,359 European ancestry individuals, 140,886 European and unknown ancestry individuals	8p23.1	intergenic	XKR6			ENSG00000171044			rs10107145-G	rs10107145	0	10107145	intron_variant	0	0.528	1E-17	17.0		0.361	[0.28-0.44] unit decrease	Affymetrix, Illumina, Perlegen [7994604] (imputed)	N
40	rs12679529	8	10758213	rs10107145	2017-09-22	28739976	Wain LV	2017-07-24	Hypertension	www.ncbi.nlm.nih.gov/pubmed/28739976	Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.	Systolic blood pressure	150,134 European ancestry individuals	87,359 European ancestry individuals, 140,886 European and unknown ancestry individuals	8p23.1	intergenic	XKR6			ENSG00000171044			rs10107145-G	rs10107145	0	10107145	intron_variant	0	0.528	1E-8	8.0	(EA, initial)	0.406	[0.26-0.55] unit decrease	Affymetrix, Illumina, Perlegen [7994604] (imputed)	N
40	rs6992403	8	10763655	rs4326350	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	8p23.1	NR	XKR6			ENSG00000171044			rs4326350-G	rs4326350	0	4326350	intron_variant	0	0.493	5E-12	11.301029995663981		0.017613662	[0.013-0.023] unit decrease	NR [~ 10000000] (imputed)	N
40	rs6992403	8	10766028	rs6997839	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	8p23.1	NR	XKR6			ENSG00000171044			rs6997839-C	rs6997839	0	6997839	intron_variant	0	0.494	9E-14	13.045757490560675		0.00803718	[0.0059-0.0102] unit decrease	NR [9732723] (imputed)	N
40	rs6992403	8	10766082	rs6997997	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Neuroticism	449,484 European ancestry individuals	NA	8p23.1	NR	XKR6			ENSG00000171044			rs6997997-T	rs6997997	0	6997997	intron_variant	0	NR	2E-10	9.698970004336019		6.377	z score decrease	Affymetrix [10847151] (imputed)	N
40	rs755856	8	10783769	rs10086521	2019-05-02	30867560	Hill WD	2019-03-13	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30867560	Genetic contributions to two special factors of neuroticism are associated with affluence, higher intelligence, better health, and longer life.	General factor of neuroticism	270,059 British ancestry individuals	NA	8p23.1	XKR6	XKR6			ENSG00000171044			rs10086521-T	rs10086521	0	10086521	intron_variant	0	NR	4E-11	10.397940008672037		0.01148	[0.0081-0.0149] unit increase	Affymetrix [18485882] (imputed)	N
40	rs6992403	8	10786072	rs12548184	2018-06-29	28714469	Langefeld CD	2017-07-17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28714469	Transancestral mapping and genetic load in systemic lupus erythematosus.	Systemic lupus erythematosus	6,748 European ancestry cases, 11,516 European ancestry controls, 2,970 African American cases, 2,452 African American controls, 1,872 Hispanic cases, 2,016 Hispanic controls	NA	8p23.1	BLK, XKR6	XKR6			ENSG00000171044			rs12548184-?	rs12548184	0	12548184	intron_variant	0	0.315	1E-7	7.0	(Hispanic)	1.3333333	[1.2-1.47]	Illumina [at least 5000000] (imputed)	N
40	rs6992403	8	10789493	rs4841460	2019-05-02	30867560	Hill WD	2019-03-13	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30867560	Genetic contributions to two special factors of neuroticism are associated with affluence, higher intelligence, better health, and longer life.	General factor of neuroticism	270,059 British ancestry individuals	NA	8p23.1	XKR6	XKR6			ENSG00000171044			rs4841460-C	rs4841460	0	4841460	intron_variant	0	NR	5E-12	11.301029995663981		0.012012	[0.0086-0.0154] unit increase	Affymetrix [18485882] (imputed)	N
40	rs12679529	8	10802146	rs12546366	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (arm fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	8p23.1	XKR6	XKR6			ENSG00000171044			rs12546366-T	rs12546366	0	12546366	intron_variant	0	0.4529	3E-16	15.522878745280337		0.0196	NR unit increase (replication)	Affymetrix [25472837] (imputed)	N
40	rs12679529	8	10802146	rs12546366	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (arm fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	8p23.1	XKR6	XKR6			ENSG00000171044			rs12546366-T	rs12546366	0	12546366	intron_variant	0	0.4529	5E-7	6.301029995663981	(males)	0.01806	NR unit increase (replication)	Affymetrix [25472837] (imputed)	N
40	rs12679529	8	10802146	rs12546366	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (arm fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	8p23.1	XKR6	XKR6			ENSG00000171044			rs12546366-T	rs12546366	0	12546366	intron_variant	0	0.4529	8E-14	13.096910013008056	(females)	0.0212	NR unit increase (replication)	Affymetrix [25472837] (imputed)	N
40	rs12679529	8	10802146	rs12546366	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (trunk fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	8p23.1	XKR6	XKR6			ENSG00000171044			rs12546366-T	rs12546366	0	12546366	intron_variant	0	0.4529	1E-7	7.0		0.01348	NR unit decrease (replication)	Affymetrix [25472837] (imputed)	N
40	rs7821914	8	10804843	rs7000276	2019-05-02	30867560	Hill WD	2019-03-13	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30867560	Genetic contributions to two special factors of neuroticism are associated with affluence, higher intelligence, better health, and longer life.	General factor of neuroticism	270,059 British ancestry individuals	NA	8p23.1	XKR6	XKR6			ENSG00000171044			rs7000276-G	rs7000276	0	7000276	intron_variant	0	NR	1E-10	10.0		0.011124	[0.0077-0.0145] unit increase	Affymetrix [18485882] (imputed)	N
40	rs7004551	8	10810451	rs10096511	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	8p23.1	NR	XKR6			ENSG00000171044			rs10096511-G	rs10096511	0	10096511	intron_variant	0	0.52790342716746	1E-31	31.0		0.021721173	[0.018-0.025] unit increase	NR [NR]	N
40	rs7004551	8	10811829	rs11250097	2018-02-01	29255261	Luciano M	2017-12-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29255261	Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism.	Neuroticism	329,821 European ancestry individuals	122,867 European ancestry individuals	8p23.1	intergenic	XKR6			ENSG00000171044			rs11250097-T	rs11250097	0	11250097	intron_variant	0	0.46519999999999995	9E-31	30.045757490560675		11.532	z score decrease	Illumina [18485882] (imputed)	N
40	rs7004551	8	10818607	rs11250098	2016-12-08	26835600	Hu Y	2016-02-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26835600	GWAS of 89,283 individuals identifies genetic variants associated with self-reporting of being a morning person.	Morning vs. evening chronotype	38,937 European ancestry morning chronotype individuals, 50,346 European ancestry evening chronotype individuals	NA	8p23.1	NR	XKR6			ENSG00000171044			rs11250098-?	rs11250098	0	11250098	intron_variant	0	NR	4E-6	5.3979400086720375				Illumina [7427422] (imputed)	N
40	rs7004551	8	10819854	rs4841465	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Systolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)	12,758 European ancestry heavy drinkers, 1,326 African American or Afro-Caribbean heavy drinkers, 648 Asian ancestry heavy drinkers, 364 Hispanic or Latin American heavy drinkers, 43,947 European ancestry light drinkers, 8,239 African American or Afro-Caribbean light drinkers, 1,141 Asian ancestry light drinkers, 4,448 Hispanic or Latin American light drinkers	42,078 European ancestry heavy drinkers, 217 African American heavy drinkers, 282,294 Asian ancestry heavy drinkers, 124 Hispanic heavy drinkers, 74,706 European ancestry light drinkers, 845 African American light drinkers, 24,129 Asian ancestry light drinkers, 411 Hispanic light drinkers	8p23.1	XKR6	XKR6			ENSG00000171044			rs4841465-T	rs4841465	0	4841465	intron_variant	0	0.52	1E-12	12.0	(EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
40	rs7004551	8	10819854	rs4841465	2018-10-18	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Systolic blood pressure x alcohol consumption interaction (2df test)	63,608 European ancestry drinkers, 10,193 African American or Afro-Caribbean heavy drinkers,  2,441 Asian ancestry drinkers, 5,084 Hispanic or Latin American drinkers, 27,494 European ancestry non-drinkers, 11,224 African American or Afro-Caribbean non-drinkers, 9,924 Asian ancestry non-drinkers, 3,387 Hispanic or Latin American non-drinkers	238,002 European ancestry drinkers, 2,280 African American drinkers, 54,081 Asian ancestry drinkers, 6,452 Hispanic drinkers, 43,316 European ancestry non-drinkers, 2,761 African American non-drinkers, 86,945 Asian ancestry non-drinkers, 6,925 Hispanic non-drinkers	8p23.1	XKR6	XKR6			ENSG00000171044			rs4841465-T	rs4841465	0	4841465	intron_variant	0	0.52	1E-20	20.0	(EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
40	rs7821914	8	10822431	rs35792458	2018-07-10	29559929	Amare AT	2018-03-06	Front Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29559929	Association of the Polygenic Scores for Personality Traits and Response to Selective Serotonin Reuptake Inhibitors in Patients with Major Depressive Disorder.	Remission after SSRI treatment in MDD or neuroticism	865 individuals with SSRI response data, 170,911 individuals with personality trait data	NA	8p23.1	XKR6	XKR6			ENSG00000171044			rs35792458-C	rs35792458	0	35792458	intron_variant	0	NR	1E-12	12.0				NR [NR] (imputed)	N
40	rs7821914	8	10841858	rs11783418	2019-05-02	30867560	Hill WD	2019-03-13	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30867560	Genetic contributions to two special factors of neuroticism are associated with affluence, higher intelligence, better health, and longer life.	General factor of neuroticism	270,059 British ancestry individuals	NA	8p23.1	XKR6	XKR6			ENSG00000171044			rs11783418-G	rs11783418	0	11783418	intron_variant	0	NR	3E-15	14.522878745280337		0.01379	[0.01-0.017] unit increase	Affymetrix [18485882] (imputed)	N
40	rs7004551	8	10842659	rs9969436	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test)	56,705 European ancestry heavy and light drinkers, 9,725 African American or Afro-Caribbean heavy and light drinkers, 1,789 Asian ancestry heavy and light drinkers, 4,812 Hispanic or Latin American heavy and light drinkers	42,077 European ancestry heavy drinkers, 217 African American heavy drinkers, 282,294 Asian ancestry heavy drinkers, 124 Hispanic ancestry heavy drinkers, 74,701 European ancestry light drinkers, 845 African American light drinkers, 24,129 Asian ancestry light drinkers, 411 Hispanic light drinkers	8p23.1	XKR6	XKR6			ENSG00000171044			rs9969436-T	rs9969436	0	9969436	intron_variant	0	0.47	3E-9	8.522878745280337	(AA, EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
40	rs7004551	8	10842659	rs9969436	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test)	56,705 European ancestry heavy and light drinkers, 9,725 African American or Afro-Caribbean heavy and light drinkers, 1,789 Asian ancestry heavy and light drinkers, 4,812 Hispanic or Latin American heavy and light drinkers	42,077 European ancestry heavy drinkers, 217 African American heavy drinkers, 282,294 Asian ancestry heavy drinkers, 124 Hispanic ancestry heavy drinkers, 74,701 European ancestry light drinkers, 845 African American light drinkers, 24,129 Asian ancestry light drinkers, 411 Hispanic light drinkers	8p23.1	XKR6	XKR6			ENSG00000171044			rs9969436-T	rs9969436	0	9969436	intron_variant	0	0.4846	2E-8	7.698970004336019	(EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
40	rs7004551	8	11024326	rs4841503	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	General risk tolerance (MTAG)	975,353 European ancestry individuals	NA	8p23.1	XKR6	XKR6			ENSG00000171044			rs4841503-A	rs4841503	0	4841503	intron_variant	0	0.479	3E-29	28.522878745280337		0.0133	[0.011-0.016] unit increase	Affymetrix, Illumina [5869552] (imputed)	N
