region2	reg_region	type	tissue/cell	genes
5:87960001-88000000	5:87961212-87962278	dyadic	E082	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E053	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E054	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E067	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E068	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E069	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E070	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E071	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E072	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E073	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E074	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E081	NA
5:87960001-88000000	5:87975304-87975893	dyadic	E082	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E053	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E054	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E067	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E068	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E069	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E070	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E071	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E072	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E073	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E074	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E081	NA
5:87960001-88000000	5:87979349-87979920	dyadic	E082	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E053	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E054	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E067	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E069	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E070	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E071	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E072	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E073	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E081	NA
5:87960001-88000000	5:87984517-87985358	dyadic	E082	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E053	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E054	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E067	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E068	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E069	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E070	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E071	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E072	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E073	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E074	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E081	NA
5:87960001-88000000	5:87985506-87986200	dyadic	E082	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E053	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E054	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E067	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E068	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E069	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E070	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E071	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E072	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E073	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E074	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E081	NA
5:87960001-88000000	5:87986215-87986398	dyadic	E082	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E053	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E054	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E067	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E068	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E069	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E070	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E071	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E072	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E073	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E074	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E081	NA
5:87960001-88000000	5:87986403-87990124	dyadic	E082	NA
5:87960001-88000000	5:87990260-87990477	dyadic	E053	NA
5:87960001-88000000	5:87990260-87990477	dyadic	E067	NA
5:87960001-88000000	5:87990260-87990477	dyadic	E069	NA
5:87960001-88000000	5:87990260-87990477	dyadic	E071	NA
5:87960001-88000000	5:87990260-87990477	dyadic	E072	NA
5:87960001-88000000	5:87990260-87990477	dyadic	E073	NA
5:87960001-88000000	5:87990260-87990477	dyadic	E081	NA
5:87960001-88000000	5:87990260-87990477	dyadic	E082	NA
5:87960001-88000000	5:87990491-87990700	dyadic	E053	NA
5:87960001-88000000	5:87990491-87990700	dyadic	E067	NA
5:87960001-88000000	5:87990491-87990700	dyadic	E069	NA
5:87960001-88000000	5:87990491-87990700	dyadic	E071	NA
5:87960001-88000000	5:87990491-87990700	dyadic	E072	NA
5:87960001-88000000	5:87990491-87990700	dyadic	E073	NA
5:87960001-88000000	5:87990491-87990700	dyadic	E081	NA
5:87960001-88000000	5:87990491-87990700	dyadic	E082	NA
5:87960001-88000000	5:87991099-87991381	dyadic	E053	NA
5:87960001-88000000	5:87991099-87991381	dyadic	E067	NA
5:87960001-88000000	5:87991099-87991381	dyadic	E069	NA
5:87960001-88000000	5:87991099-87991381	dyadic	E071	NA
5:87960001-88000000	5:87991099-87991381	dyadic	E072	NA
5:87960001-88000000	5:87991099-87991381	dyadic	E073	NA
5:87960001-88000000	5:87991099-87991381	dyadic	E081	NA
5:87960001-88000000	5:87991099-87991381	dyadic	E082	NA
5:87960001-88000000	5:87992875-87992954	dyadic	E081	NA
5:87960001-88000000	5:87992875-87992954	dyadic	E082	NA
5:87960001-88000000	5:87993026-87993256	dyadic	E081	NA
5:87960001-88000000	5:87993026-87993256	dyadic	E082	NA
5:87960001-88000000	5:87993320-87993658	dyadic	E081	NA
5:87960001-88000000	5:87993320-87993658	dyadic	E082	NA
5:92400000-92410000	5:92404993-92405125	dyadic	E067	NA
5:92400000-92410000	5:92404993-92405125	dyadic	E071	NA
5:92400000-92410000	5:92404993-92405125	dyadic	E072	NA
5:92910000-92920000	5:92909822-92910343	dyadic	E081	NA
5:92910000-92920000	5:92909822-92910343	dyadic	E082	NA
5:92910000-92920000	5:92910435-92910660	dyadic	E081	NA
5:92910000-92920000	5:92910692-92910948	dyadic	E068	NA
5:92910000-92920000	5:92910692-92910948	dyadic	E081	NA
5:92910000-92920000	5:92911142-92911198	dyadic	E068	NA
5:92910000-92920000	5:92911142-92911198	dyadic	E081	NA
5:92910000-92920000	5:92911290-92911431	dyadic	E068	NA
5:92910000-92920000	5:92911290-92911431	dyadic	E072	NA
5:92910000-92920000	5:92911290-92911431	dyadic	E081	NA
5:92910000-92920000	5:92911443-92911532	dyadic	E068	NA
5:92910000-92920000	5:92911443-92911532	dyadic	E072	NA
5:92910000-92920000	5:92911443-92911532	dyadic	E081	NA
5:92910000-92920000	5:92911544-92911759	dyadic	E068	NA
5:92910000-92920000	5:92911544-92911759	dyadic	E072	NA
5:92910000-92920000	5:92911544-92911759	dyadic	E081	NA
5:92910000-92920000	5:92912273-92912533	dyadic	E082	NA
6:12000000-12010000	6:12001445-12001734	dyadic	E081	NA
6:12000000-12010000	6:12001445-12001734	dyadic	E082	NA
6:12000000-12010000	6:12001946-12002084	dyadic	E081	NA
6:12000000-12010000	6:12001946-12002084	dyadic	E082	NA
6:12000000-12010000	6:12002103-12002233	dyadic	E082	NA
6:12010000-12020000	6:12014104-12014186	dyadic	E053	NA
6:12010000-12020000	6:12014104-12014186	dyadic	E054	NA
6:12010000-12020000	6:12014104-12014186	dyadic	E067	NA
6:12010000-12020000	6:12014104-12014186	dyadic	E070	NA
6:12010000-12020000	6:12014104-12014186	dyadic	E073	NA
6:12010000-12020000	6:12014104-12014186	dyadic	E081	NA
6:12010000-12020000	6:12014104-12014186	dyadic	E082	NA
6:16480001-16520000	6:16486815-16486958	dyadic	E053	NA
6:16480001-16520000	6:16486815-16486958	dyadic	E054	NA
6:16480001-16520000	6:16486815-16486958	dyadic	E067	NA
6:16480001-16520000	6:16486815-16486958	dyadic	E068	NA
6:16480001-16520000	6:16486815-16486958	dyadic	E069	NA
6:16480001-16520000	6:16486815-16486958	dyadic	E070	NA
6:16480001-16520000	6:16486815-16486958	dyadic	E072	NA
6:16560001-16600000	6:16586177-16586313	dyadic	E069	NA
6:16560001-16600000	6:16586177-16586313	dyadic	E071	NA
6:16560001-16600000	6:16586177-16586313	dyadic	E074	NA
6:16560001-16600000	6:16586407-16586864	dyadic	E067	NA
6:16560001-16600000	6:16586407-16586864	dyadic	E068	NA
6:16560001-16600000	6:16586407-16586864	dyadic	E069	NA
6:16560001-16600000	6:16586407-16586864	dyadic	E071	NA
6:16560001-16600000	6:16586407-16586864	dyadic	E072	NA
6:16560001-16600000	6:16586407-16586864	dyadic	E074	NA
6:28840000-28850000	6:28849872-28849949	dyadic	E068	NA
6:28840000-28850000	6:28849872-28849949	dyadic	E073	NA
6:28840000-28850000	6:28849872-28849949	dyadic	E082	NA
6:29590000-29600000	6:29599090-29599545	dyadic	E053	NA
6:29590000-29600000	6:29599090-29599545	dyadic	E054	NA
6:29590000-29600000	6:29599090-29599545	dyadic	E068	NA
6:29590000-29600000	6:29599090-29599545	dyadic	E069	NA
6:29590000-29600000	6:29599090-29599545	dyadic	E070	NA
6:29590000-29600000	6:29599090-29599545	dyadic	E071	NA
6:29590000-29600000	6:29599090-29599545	dyadic	E073	NA
6:29590000-29600000	6:29599090-29599545	dyadic	E081	NA
6:29590000-29600000	6:29599090-29599545	dyadic	E082	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E053	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E054	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E067	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E068	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E069	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E070	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E071	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E072	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E073	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E074	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E081	NA
7:104600001-104640000	7:104622661-104625900	dyadic	E082	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E053	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E054	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E067	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E068	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E069	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E070	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E071	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E072	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E073	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E074	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E081	NA
7:104620000-104630000	7:104622661-104625900	dyadic	E082	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E053	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E054	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E067	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E068	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E069	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E070	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E071	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E072	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E073	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E074	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E081	NA
7:104640001-104680000	7:104649243-104649517	dyadic	E082	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E053	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E054	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E067	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E068	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E069	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E070	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E071	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E072	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E073	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E074	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E081	NA
7:104640001-104680000	7:104649628-104649678	dyadic	E082	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E053	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E054	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E067	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E068	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E069	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E070	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E071	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E072	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E073	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E074	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E081	NA
7:104640001-104680000	7:104657993-104658853	dyadic	E082	NA
7:104640001-104680000	7:104658885-104658964	dyadic	E053	NA
7:104640001-104680000	7:104658885-104658964	dyadic	E054	NA
7:104640001-104680000	7:104658885-104658964	dyadic	E068	NA
7:104640001-104680000	7:104658885-104658964	dyadic	E070	NA
7:104640001-104680000	7:104658885-104658964	dyadic	E072	NA
7:104640001-104680000	7:104658885-104658964	dyadic	E073	NA
7:104640001-104680000	7:104658885-104658964	dyadic	E081	NA
7:104640001-104680000	7:104658885-104658964	dyadic	E082	NA
7:104720001-104760000	7:104759106-104759202	dyadic	E053	NA
7:104720001-104760000	7:104759106-104759202	dyadic	E054	NA
7:104720001-104760000	7:104759106-104759202	dyadic	E074	NA
7:104720001-104760000	7:104759281-104759392	dyadic	E053	NA
7:104720001-104760000	7:104759281-104759392	dyadic	E054	NA
8:8350000-8360000	8:8350315-8350525	dyadic	E072	NA
8:8350000-8360000	8:8350315-8350525	dyadic	E073	NA
8:8350000-8360000	8:8350538-8351159	dyadic	E054	NA
8:8350000-8360000	8:8350538-8351159	dyadic	E073	NA
8:8790000-8800000	8:8792633-8792750	dyadic	E053	NA
8:8790000-8800000	8:8792633-8792750	dyadic	E068	NA
8:8790000-8800000	8:8792633-8792750	dyadic	E071	NA
8:8790000-8800000	8:8793449-8793512	dyadic	E053	NA
8:8790000-8800000	8:8793449-8793512	dyadic	E068	NA
8:8790000-8800000	8:8793449-8793512	dyadic	E071	NA
8:8790000-8800000	8:8793449-8793512	dyadic	E081	NA
8:8790000-8800000	8:8793449-8793512	dyadic	E082	NA
8:8790000-8800000	8:8793563-8793607	dyadic	E053	NA
8:8790000-8800000	8:8793563-8793607	dyadic	E068	NA
8:8790000-8800000	8:8793563-8793607	dyadic	E071	NA
8:8790000-8800000	8:8793563-8793607	dyadic	E081	NA
8:8790000-8800000	8:8793563-8793607	dyadic	E082	NA
8:8840001-8880000	8:8861924-8861988	dyadic	E053	NA
8:8840001-8880000	8:8861924-8861988	dyadic	E054	NA
8:8840001-8880000	8:8861924-8861988	dyadic	E082	NA
8:8840001-8880000	8:8862033-8862115	dyadic	E053	NA
8:8840001-8880000	8:8862033-8862115	dyadic	E054	NA
8:8840001-8880000	8:8863997-8864055	dyadic	E053	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E053	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E054	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E067	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E068	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E069	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E070	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E071	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E072	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E073	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E074	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E081	NA
8:11140000-11150000	8:11143098-11143243	dyadic	E082	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E053	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E054	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E067	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E068	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E069	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E070	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E071	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E072	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E073	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E074	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E081	NA
8:11140000-11150000	8:11143266-11143323	dyadic	E082	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E053	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E054	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E067	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E068	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E069	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E070	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E071	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E072	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E073	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E074	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E081	NA
8:11750000-11760000	8:11759444-11760489	dyadic	E082	NA
8:11800000-11810000	8:11801149-11801577	dyadic	E069	NA
8:11800000-11810000	8:11801149-11801577	dyadic	E073	NA
8:11800000-11810000	8:11801149-11801577	dyadic	E074	NA
8:143080000-143090000	8:143089407-143089471	dyadic	E081	NA
8:143340000-143350000	8:143342439-143342489	dyadic	E081	NA
8:143340000-143350000	8:143342512-143342572	dyadic	E081	NA
8:143340000-143350000	8:143342605-143342761	dyadic	E081	NA
8:143340000-143350000	8:143342777-143342973	dyadic	E070	NA
8:143340000-143350000	8:143342777-143342973	dyadic	E081	NA
8:143520000-143530000	8:143528621-143529380	dyadic	E054	NA
8:143520000-143530000	8:143528621-143529380	dyadic	E071	NA
8:143520000-143530000	8:143528621-143529380	dyadic	E072	NA
8:143520000-143530000	8:143528621-143529380	dyadic	E073	NA
8:143520000-143530000	8:143528621-143529380	dyadic	E081	NA
8:143530000-143540000	8:143530157-143530751	dyadic	E054	ENSG00000181790
8:143530000-143540000	8:143530157-143530751	dyadic	E067	ENSG00000181790
8:143530000-143540000	8:143530157-143530751	dyadic	E081	ENSG00000181790
8:143530000-143540000	8:143530157-143530751	dyadic	E082	ENSG00000181790
